,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_nthread,param_objective,param_silent,param_subsample,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,colsample_bytree,learning_rate
0,2.5676469802856445,0.3305189609527588,0.02150094509124756,0.002500176429748535,0.7,0.03,5,4,100,4,reg:linear,1,0.7,0.18593877791980862,0.17825914416018462,0.18209896103999662,0.003839816879811997,24,0.7,0.03
1,4.505757808685303,1.3965799808502197,0.035501956939697266,0.0004999637603759766,0.7,0.03,5,4,200,4,reg:linear,1,0.7,0.24488898349650878,0.2624689652962091,0.2536789743963589,0.008789990899850164,1,0.7,0.03
2,10.077076315879822,1.3195754289627075,0.08700525760650635,0.006000399589538574,0.7,0.03,5,4,500,4,reg:linear,1,0.7,0.23048728678986752,0.2394495001320449,0.23496839346095624,0.004481106671088697,10,0.7,0.03
3,2.5006428956985474,0.531530499458313,0.02150130271911621,0.0004999637603759766,0.7,0.03,6,4,100,4,reg:linear,1,0.7,0.18396739815925345,0.17482194171048537,0.17939466993486938,0.004572728224384037,26,0.7,0.03
4,5.41880989074707,1.8786072731018066,0.07600438594818115,0.034001946449279785,0.7,0.03,6,4,200,4,reg:linear,1,0.7,0.23795147149628595,0.25614766114649656,0.24704956632139127,0.009098094825105305,3,0.7,0.03
5,12.827733516693115,2.5571463108062744,0.1270073652267456,0.019000887870788574,0.7,0.03,6,4,500,4,reg:linear,1,0.7,0.22107419218285573,0.22969904870031388,0.22538662044158478,0.004312428258729073,16,0.7,0.03
6,1.256571888923645,0.2855163812637329,0.02850162982940674,0.0005000829696655273,0.7,0.03,7,4,100,4,reg:linear,1,0.7,0.18065565448754362,0.1745693920495841,0.17761252326856386,0.0030431312189797555,27,0.7,0.03
7,4.911280989646912,1.726098656654358,0.06900393962860107,0.007000327110290527,0.7,0.03,7,4,200,4,reg:linear,1,0.7,0.23481811012440446,0.25220179875990933,0.2435099544421569,0.00869184431775244,6,0.7,0.03
8,16.758458733558655,0.24151360988616943,0.12700724601745605,0.009000301361083984,0.7,0.03,7,4,500,4,reg:linear,1,0.7,0.21656749858931268,0.22283080466034924,0.21969915162483097,0.003131653035518281,17,0.7,0.03
9,1.8301045894622803,0.17501020431518555,0.02150118350982666,0.0015000104904174805,0.7,0.05,5,4,100,4,reg:linear,1,0.7,0.2424086596878856,0.254754730711263,0.2485816951995743,0.006173035511688685,2,0.7,0.05
10,3.534202218055725,0.528030276298523,0.039002299308776855,0.004000306129455566,0.7,0.05,5,4,200,4,reg:linear,1,0.7,0.2392138136050771,0.2537349364424806,0.24647437502377884,0.007260561418701739,4,0.7,0.05
11,9.421538829803467,3.8712215423583984,0.09950566291809082,0.014500856399536133,0.7,0.05,5,4,500,4,reg:linear,1,0.7,0.21628945987633175,0.22220880259070827,0.21924913123352,0.002959671357188262,18,0.7,0.05
12,3.295188546180725,2.4871422052383423,0.026001334190368652,0.004000306129455566,0.7,0.05,6,4,100,4,reg:linear,1,0.7,0.23436430808743602,0.24997574117499435,0.24217002463121517,0.007805716543779164,8,0.7,0.05
13,3.894222855567932,0.5510314702987671,0.04150235652923584,0.0015000104904174805,0.7,0.05,6,4,200,4,reg:linear,1,0.7,0.22642130038350117,0.24265487873998015,0.23453808956174063,0.008116789178239492,11,0.7,0.05
14,10.53660261631012,0.9750555753707886,0.11750662326812744,0.002500176429748535,0.7,0.05,6,4,500,4,reg:linear,1,0.7,0.2019088972338885,0.2030863302897976,0.20249761376184305,0.0005887165279545581,20,0.7,0.05
15,2.0031145811080933,0.1860107183456421,0.02800142765045166,0.0030001401901245117,0.7,0.05,7,4,100,4,reg:linear,1,0.7,0.23419464161811332,0.25347225151640673,0.24383344656726,0.009638804949146706,5,0.7,0.05
16,5.18329656124115,0.08600509166717529,0.05950331687927246,0.00850057601928711,0.7,0.05,7,4,200,4,reg:linear,1,0.7,0.22942391447948376,0.2393271429925201,0.23437552873600195,0.004951614256518161,12,0.7,0.05
17,15.667896032333374,3.352191686630249,0.15150868892669678,0.029501795768737793,0.7,0.05,7,4,500,4,reg:linear,1,0.7,0.1978480265908268,0.19818409732873932,0.19801606195978302,0.00016803536895626525,21,0.7,0.05
18,3.0266730785369873,1.0075576305389404,0.021000981330871582,0.001000046730041504,0.7,0.07,5,4,100,4,reg:linear,1,0.7,0.23599573369824234,0.25047413900752147,0.2432349363528819,0.007239202654639565,7,0.7,0.07
19,2.821161389350891,0.009000420570373535,0.035502076148986816,0.0005000829696655273,0.7,0.07,5,4,200,4,reg:linear,1,0.7,0.22375107864095056,0.2330482966865407,0.22839968766374563,0.004648609022795069,15,0.7,0.07
20,11.176639199256897,1.4160810708999634,0.11000645160675049,0.00800025463104248,0.7,0.07,5,4,500,4,reg:linear,1,0.7,0.19588842451441513,0.18908013482780284,0.19248427967110895,0.003404144843306145,22,0.7,0.07
21,2.556146264076233,0.2570146322250366,0.023501276969909668,0.0005000829696655273,0.7,0.07,6,4,100,4,reg:linear,1,0.7,0.2286587793137105,0.2526303849597251,0.2406445821367178,0.011985802823007307,9,0.7,0.07
22,5.130793571472168,2.1196212768554688,0.04750263690948486,0.0015000104904174805,0.7,0.07,6,4,200,4,reg:linear,1,0.7,0.22032944092801274,0.23717918086855816,0.22875431089828543,0.008424869970272711,14,0.7,0.07
23,13.853292226791382,7.57693338394165,0.13500773906707764,0.011000514030456543,0.7,0.07,6,4,500,4,reg:linear,1,0.7,0.1843157801658578,0.19101489732148214,0.18766533874366997,0.0033495585778121617,23,0.7,0.07
24,7.606435060501099,0.04500246047973633,0.02800154685974121,0.0009999275207519531,0.7,0.07,7,4,100,4,reg:linear,1,0.7,0.22562036204637836,0.23531856795655803,0.23046946500146817,0.004849102955089835,13,0.7,0.07
25,5.7918312549591064,3.0746757984161377,0.05150294303894043,0.005500316619873047,0.7,0.07,7,4,200,4,reg:linear,1,0.7,0.21342888846477726,0.21456534779708358,0.21399711813093042,0.0005682296661531638,19,0.7,0.07
26,9.086519837379456,1.7871021032333374,0.13650774955749512,0.0005002021789550781,0.7,0.07,7,4,500,4,reg:linear,1,0.7,0.18364588092799916,0.17546144253468132,0.17955366173134024,0.004092219196658919,25,0.7,0.07
